Date,Close,Volume,Dividends,Stock Splits,High_to_Close,Low_to_Close,Open_to_Close,Overnight_Gap,Volume_z,ATR,MACD,MACD_Signal,MACD_Hist,RSI,StochRSI,K,D,K_D_diff,B_percent,ROC,OBV_z,log_returns,volatility,moving_avg_5,DayOfWeek,Month,PctChange
2004-01-09 00:00:00-05:00,75.45909881591797,54084300,0.0,0.0,0.9876329000619329,-0.10677350941696229,0.3914960795406601,-0.48513963065815513,-0.7342333599594684,0.5917932929451583,0.9578844820413508,0.7822766380207127,0.17560784402063812,71.70023157799243,0.2286064026504565,74.28688008802511,91.42896002906222,-17.14207994103711,0.6286452381018037,2.526865608362057,1.2133167402375435,-0.008770519808839694,0.007081441188032502,75.6927703857422,4,1,0.7385111583502413
2004-01-12 00:00:00-05:00,76.01637268066406,31564100,0.0,0.0,0.02649600686578931,-0.7595836434192755,-0.5917666151930779,0.14237428067257724,-0.982667371989693,0.5965889521961998,0.9775985553695108,0.8213410214904724,0.1562575338790384,75.44689416531128,0.2954957288166812,50.803404382061615,75.03009482321035,-24.226690441148733,0.7941514260550029,3.2086974581656755,1.5049563328763889,0.0073579751686851935,0.006116302098054174,75.7975082397461,0,1,-0.5828806363310957
2004-01-13 00:00:00-05:00,75.57328796386719,54239700,0.0,0.0,0.5952432594813079,-0.7107280025897683,0.4708589115071554,-0.114766270243559,-0.7325190481207858,0.624883692319632,0.9465575407639477,0.8463843253451675,0.10017321541878021,67.76497453364533,0.0,17.47007104890459,47.52011850633044,-30.05004745742585,0.574691776635975,1.2594742196546918,0.6525566528205412,-0.005845860156248328,0.006935599365469433,75.7988525390625,1,1,0.8350981702969884
2004-01-14 00:00:00-05:00,76.20439910888672,30112800,0.0,0.0,0.1409723895236762,-0.7312791463036933,-0.6519804967132434,0.1776729963850023,-0.9986775442643383,0.6503006914819197,0.9617957256100027,0.8694666053981346,0.09232912021186812,72.11942957187952,0.23514022384325195,17.687865088664438,28.65378017321021,-10.965915084545774,0.8023278614552792,2.086733622271656,1.021068344228814,0.00831630517686932,0.00782853117070075,75.87539672851562,2,1,0.24668953951252348
2004-01-15 00:00:00-05:00,76.39238739013672,38408700,0.0,0.0,0.24608787335284962,-1.054664230195568,-0.18456590501463724,0.06166832971671089,-0.9071604298336697,0.6996968125695996,0.9777700555394091,0.8911272954263896,0.08664276011301952,73.2773914291689,0.29767007153583214,17.760343179302804,17.639426438957276,0.12091674034552824,0.8339914889499854,2.2465875011245395,1.4865579387209236,0.0024638576035975746,0.007713411493830313,75.92910919189453,3,1,0.395499686754186
2004-01-16 00:00:00-05:00,76.69451904296875,31922700,0.0,0.0,0.07002906356416005,-0.5252613900752421,-0.16633321878887913,0.22850862060602378,-0.9787114374636214,0.7102462394475312,1.0032445478121446,0.9135507459035406,0.08969380190860399,75.06953620199643,0.3944457459525017,30.90853471105286,22.118914326340036,8.789620384712823,0.950299394805816,2.6971147868768823,1.7664066530537221,0.003947196427809274,0.005620979911939251,76.17619323730469,4,1,-0.026252165629581103
2004-01-20 00:00:00-05:00,76.67438507080078,29863000,0.0,0.0,0.39404955311923906,-0.3327471660005205,0.28896833614124884,0.2626403100654495,-1.0014332398711778,0.6747594479884569,1.0101640804704175,0.932873412816916,0.07729066765350145,74.70996022791525,0.37502867210704727,35.5714829865127,28.080120292289454,7.491362694223245,0.8461108697671545,1.5653194545070697,1.177039952282146,-0.00026255612113779137,0.0052487538273220165,76.30779571533203,1,1,0.7880105852168251
2004-01-21 00:00:00-05:00,77.2785873413086,30725000,0.0,0.0,0.1737659255327183,-1.1989550579605304,-0.8427465104799512,-0.06137685697226217,-0.9919239940221156,0.7303902224914154,1.052271997089676,0.9567531296714681,0.09551886741820781,78.10002586713316,0.5580919455246712,44.252212119474,36.910743272346515,7.341468847127487,0.9737051497810796,2.2655798113635592,1.5317438995634054,0.007849219967967613,0.003636892580447882,76.64885559082032,2,1,-0.2606066368060489
2004-01-22 00:00:00-05:00,77.07719421386719,29888500,0.0,0.0,0.5052214165871377,-0.19163868889787772,0.29616404952300873,0.03478558954807335,-1.001151933874483,0.7361448693945718,1.0572052777551448,0.9768435592882035,0.08036171846694129,74.51455117578396,0.3644765989186236,43.253240551678076,41.025645219221595,2.227595332456481,0.8052564404719862,1.6558800631790846,0.9706864447544995,-0.002609468070343901,0.004006276969505312,76.8234146118164,3,1,-0.322261597982787
2004-01-23 00:00:00-05:00,76.82880401611328,44245300,0.0,0.0,0.8214650344309572,-0.4194733510910246,0.4981208540628122,0.17425400385583475,-0.8427733482528841,0.734226899272936,1.0292078576265737,0.9873164189558776,0.04189143867069611,70.23197724149583,0.13321794894019892,35.19288311278312,40.89944526131173,-5.7065621485286115,0.6681408102304719,0.9260950066458188,0.14267378590023622,-0.003227819789632491,0.004690349299662738,76.91069793701172,4,1,1.258338418516991
